date,close_price_TONUSDT,return_TONUSDT,signal_TONUSDT,position_TONUSDT,signal_return_TONUSDT,cum_return_TONUSDT,cum_signal_return_TONUSDT
2024-12-07 00:00:00,6.8011,-0.000382145,1,1,-0.000382145,1.507780236,0.257168887
2024-12-08 00:00:00,6.7853,-0.002323154,1,1,-0.002323154,1.501954277,0.254248291
2024-12-09 00:00:00,5.7739,-0.149057521,0,0.5,-0.149057521,1.129019174,0.067293149
2024-12-10 00:00:00,5.9352,0.027936057,0,0.5,0.013968029,1.188495575,0.082201131
2024-12-11 00:00:00,6.3391,0.068051624,0,0.5,0.034025812,1.337426254,0.119023903
2024-12-12 00:00:00,6.3395,6.31004E-05,0,0.5,3.15502E-05,1.337573746,0.119059208
2024-12-13 00:00:00,6.3298,-0.001530089,0,0.5,-0.000765045,1.33399705,0.118203078
2024-12-14 00:00:00,6.2454,-0.013333755,0,0.5,-0.006666877,1.302876106,0.110748155
2024-12-15 00:00:00,6.3902,0.023185064,0,0.5,0.011592532,1.356268437,0.123624539
2024-12-16 00:00:00,6.0559,-0.052314482,0,0.5,-0.026157241,1.233001475,0.094233621
2024-12-17 00:00:00,5.8175,-0.039366568,0,0.5,-0.019683284,1.14509587,0.07269551
2024-12-18 00:00:00,5.4337,-0.065973356,-1,0,-0.032986678,1.003576696,0.037310849
2024-12-19 00:00:00,5.1987,-0.043248615,-1,0,0,0.916924779,0.037310849
2024-12-20 00:00:00,5.4489,0.048127416,0,0.5,0,1.009181416,0.037310849
2024-12-21 00:00:00,5.3105,-0.025399622,-1,0,-0.012699811,0.958148968,0.024137197
2024-12-22 00:00:00,5.3808,0.013237925,-1,0,0,0.984070796,0.024137197
2024-12-23 00:00:00,5.5975,0.040272822,-1,0,0,1.063974926,0.024137197
2024-12-24 00:00:00,5.7967,0.035587316,0,0.5,0,1.137426254,0.024137197
2024-12-25 00:00:00,5.9455,0.025669778,0,0.5,0.012834889,1.19229351,0.037281884
2024-12-26 00:00:00,5.732,-0.035909511,0,0.5,-0.017954756,1.113569322,0.018657741
2024-12-27 00:00:00,5.7319,-1.74459E-05,0,0.5,-8.72296E-06,1.113532448,0.018648856
2024-12-28 00:00:00,5.8104,0.013695284,0,0.5,0.006847642,1.142477876,0.025624198
2024-12-29 00:00:00,5.6314,-0.030806829,0,0.5,-0.015403415,1.076474926,0.009826084
2024-12-30 00:00:00,5.5782,-0.009447029,0,0.5,-0.004723515,1.056858407,0.005056155
2024-12-31 00:00:00,5.5038,-0.013337636,0,0.5,-0.006668818,1.029424779,-0.001646381
2025-01-01 00:00:00,5.5146,0.001962281,0,0.5,0.00098114,1.03340708,-0.000666856
2025-01-02 00:00:00,5.6493,0.024426069,0,0.5,0.012213034,1.083075221,0.011538034
2025-01-03 00:00:00,5.647,-0.00040713,0,0.5,-0.000203565,1.082227139,0.01133212
